Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
10 July 2024,20:11:00,CNR4821814261,Success,CID110683,Prime Sedan,Malleshwaram,Chamarajpet,259,40,null,null,No,null,470,Cash,35,4.2,3.2
18 July 2024,04:56:00,CNR2951577881,Success,CID484632,Prime Sedan,Majestic,Shantinagar,301,110,null,null,No,null,256,UPI,10,3.4,4.8
26 July 2024,17:59:00,CNR1907081072,Canceled by Customer,CID914346,eBike,Electronic City,Peenya,null,null,Change of plans,null,null,null,307,null,0,null,null
23 July 2024,17:01:00,CNR4230902281,Canceled by Driver,CID774982,Prime Plus,Varthur,Nagarbhavi,null,null,null,Personal & Car related issue,null,null,274,null,0,null,null
01 July 2024,16:24:00,CNR8642663717,Canceled by Driver,CID642649,Prime SUV,Tumkur Road,Shivajinagar,null,null,null,Personal & Car related issue,null,null,141,null,0,null,null
13 July 2024,19:59:00,CNR1597052841,Canceled by Customer,CID654003,Mini,Kammanahalli,Whitefield,null,null,AC is Not working,null,null,null,248,null,0,null,null
28 July 2024,02:20:00,CNR8435278251,Driver Not Found,CID128388,Prime SUV,Ramamurthy Nagar,Hulimavu,null,null,null,null,null,null,132,null,0,null,null
18 July 2024,07:48:00,CNR2217037472,Success,CID521155,eBike,Sarjapur Road,Majestic,175,145,null,null,No,null,477,Cash,3,4.1,3.3
12 July 2024,08:33:00,CNR2436998652,Canceled by Driver,CID774529,Prime Sedan,Frazer Town,Shivajinagar,null,null,null,Customer was coughing/sick,null,null,260,null,0,null,null
06 July 2024,00:14:00,CNR3465864487,Success,CID566014,Bike,KR Puram,Rajajinagar,49,145,null,null,No,null,963,Cash,47,4.2,4.6
01 July 2024,17:01:00,CNR6511146710,Success,CID274676,Prime Plus,Richmond Town,Malleshwaram,210,85,null,null,No,null,1079,Debit Card,29,4.9,4.7
19 July 2024,18:45:00,CNR3849074841,Success,CID112251,Prime Plus,Devanahalli,Yeshwanthpur,140,65,null,null,No,null,585,UPI,33,4.8,3.9
27 July 2024,04:50:00,CNR5723091218,Success,CID729277,Mini,Kengeri,HSR Layout,280,40,null,null,No,null,159,UPI,43,4.4,3.6
12 July 2024,15:18:00,CNR2221468390,Canceled by Customer,CID940106,Prime Sedan,Basavanagudi,Magadi Road,null,null,Driver asked to cancel,null,null,null,443,null,0,null,null
08 July 2024,04:38:00,CNR6181368465,Success,CID492452,eBike,Langford Town,Indiranagar,112,135,null,null,No,null,198,UPI,20,4.8,4.5
16 July 2024,20:21:00,CNR3335954242,Success,CID264297,Auto,Marathahalli,Richmond Town,266,130,null,null,No,null,478,Cash,9,4.2,3.7
27 July 2024,21:21:00,CNR4202104009,Success,CID543265,Auto,Magadi Road,Chickpet,224,30,null,null,No,null,911,Cash,17,3.3,4.1
15 July 2024,13:13:00,CNR7309960343,Success,CID604375,Prime SUV,BTM Layout,Rajarajeshwari Nagar,301,105,null,null,No,null,405,Cash,28,4.9,3.5
23 July 2024,05:53:00,CNR1795470737,Success,CID382391,Bike,KR Puram,Kengeri,168,85,null,null,No,null,138,Cash,23,3.5,3.3
05 July 2024,17:15:00,CNR5698081062,Success,CID692471,Prime Plus,KR Puram,Chickpet,294,25,null,null,No,null,985,Cash,5,4.0,4.3
16 July 2024,21:26:00,CNR2308063462,Canceled by Driver,CID234890,Mini,Whitefield,Tumkur Road,null,null,null,Personal & Car related issue,null,null,132,null,0,null,null
20 July 2024,02:20:00,CNR4442662113,Success,CID993005,eBike,Whitefield,Basavanagudi,266,30,null,null,No,null,1360,UPI,16,4.8,3.9
12 July 2024,14:53:00,CNR4540471674,Canceled by Driver,CID579990,Prime Sedan,Langford Town,Malleshwaram,null,null,null,Customer related issue,null,null,419,null,0,null,null
21 July 2024,03:57:00,CNR3802932860,Success,CID384958,Mini,Yelahanka,Richmond Town,98,140,null,null,No,null,458,Cash,9,4.3,4.5
16 July 2024,18:04:00,CNR6784092787,Canceled by Driver,CID930634,Prime Plus,Tumkur Road,Shantinagar,null,null,null,Personal & Car related issue,null,null,405,null,0,null,null
06 July 2024,12:04:00,CNR5162218487,Success,CID202455,Mini,Chamarajpet,Kadugodi,35,120,null,null,No,null,305,Cash,28,4.2,4.4
13 July 2024,09:04:00,CNR5655045242,Success,CID405440,Bike,Cox Town,Hebbal,280,40,null,null,No,null,196,Cash,14,3.6,3
04 July 2024,05:48:00,CNR8449141457,Success,CID788531,Prime Sedan,Basavanagudi,BTM Layout,154,135,null,null,No,null,182,Cash,37,4.6,4
19 July 2024,11:13:00,CNR4235155987,Success,CID585401,Prime Plus,Indiranagar,Shivajinagar,182,40,null,null,No,null,323,UPI,6,4.2,4
18 July 2024,03:52:00,CNR2419978109,Canceled by Driver,CID886012,Prime SUV,Chickpet,Hebbal,null,null,null,Personal & Car related issue,null,null,974,null,0,null,null
19 July 2024,23:53:00,CNR9679783984,Canceled by Customer,CID609942,Prime Plus,Bellandur,Malleshwaram,null,null,Change of plans,null,null,null,271,null,0,null,null
14 July 2024,20:32:00,CNR7793037554,Success,CID815325,Prime Plus,Sahakar Nagar,RT Nagar,224,95,null,null,No,null,323,Cash,46,4.8,3.9
27 July 2024,04:16:00,CNR3681189537,Success,CID348355,Prime Plus,Kammanahalli,KR Puram,161,105,null,null,No,null,154,Cash,23,4.1,3.9
07 July 2024,02:13:00,CNR2796197231,Driver Not Found,CID422436,Bike,Chickpet,Kadugodi,null,null,null,null,null,null,2004,null,0,null,null
18 July 2024,22:23:00,CNR1988786642,Success,CID935630,Mini,Richmond Town,MG Road,287,140,null,null,No,null,795,UPI,41,4.5,3.4
15 July 2024,16:16:00,CNR2747219908,Canceled by Driver,CID673240,Mini,Majestic,Kadugodi,null,null,null,Personal & Car related issue,null,null,264,null,0,null,null
27 July 2024,04:36:00,CNR3150887238,Success,CID203361,Prime SUV,Varthur,Frazer Town,140,60,null,null,No,null,366,Cash,49,4.2,3.3
20 July 2024,12:10:00,CNR1541052768,Canceled by Driver,CID246549,Prime SUV,Yeshwanthpur,MG Road,null,null,null,Personal & Car related issue,null,null,306,null,0,null,null
26 July 2024,00:53:00,CNR2922547332,Driver Not Found,CID545354,Auto,Hennur,Varthur,null,null,null,null,null,null,294,null,0,null,null
14 July 2024,05:47:00,CNR2983593633,Success,CID895315,eBike,Hulimavu,Vijayanagar,294,50,null,null,No,null,284,UPI,15,4.5,3.9
08 July 2024,05:39:00,CNR6350976707,Success,CID345151,Prime Plus,Richmond Town,Devanahalli,308,75,null,null,No,null,407,UPI,45,3.6,3.8
03 July 2024,03:35:00,CNR6277775567,Success,CID487035,Bike,Peenya,HSR Layout,98,130,null,null,No,null,121,Cash,4,4.6,3.7
18 July 2024,20:27:00,CNR4525009277,Canceled by Driver,CID868973,Auto,Tumkur Road,Frazer Town,null,null,null,Customer related issue,null,null,273,null,0,null,null
07 July 2024,00:12:00,CNR1515808936,Driver Not Found,CID800658,Prime Plus,Chickpet,Rajajinagar,null,null,null,null,null,null,139,null,0,null,null
14 July 2024,16:39:00,CNR1788975206,Success,CID453198,Mini,Padmanabhanagar,Hebbal,301,135,null,null,No,null,511,UPI,19,4.1,4.8
23 July 2024,13:44:00,CNR8284587337,Success,CID933771,Prime Plus,Kammanahalli,RT Nagar,287,40,null,null,No,null,476,Cash,46,4.2,4.7
13 July 2024,22:24:00,CNR5037662746,Canceled by Driver,CID265384,Mini,Kengeri,Yeshwanthpur,null,null,null,More than permitted people in there,null,null,912,null,0,null,null
15 July 2024,17:03:00,CNR7067622192,Success,CID919853,Bike,Richmond Town,Indiranagar,161,95,null,null,No,null,174,Cash,37,4.0,4.9
25 July 2024,10:18:00,CNR2218245775,Success,CID679697,Prime SUV,Indiranagar,Hennur,196,105,null,null,Yes,Vehicle Breakdown,328,Cash,44,4.1,3.7
09 July 2024,20:29:00,CNR1035329170,Success,CID897176,Bike,Jayanagar,Bannerghatta Road,238,25,null,null,No,null,692,Cash,29,4.3,3.3
04 July 2024,23:04:00,CNR5486363958,Success,CID529613,Prime SUV,Hulimavu,Sahakar Nagar,175,55,null,null,No,null,241,UPI,49,3.8,3
14 July 2024,10:37:00,CNR7655034179,Success,CID971525,Prime Sedan,Ramamurthy Nagar,Ulsoor,196,105,null,null,No,null,122,UPI,14,3.4,3.5
16 July 2024,17:48:00,CNR3472893181,Driver Not Found,CID629233,Bike,Kammanahalli,Majestic,null,null,null,null,null,null,2848,null,0,null,null
27 July 2024,09:36:00,CNR1197268763,Canceled by Customer,CID420160,Bike,JP Nagar,Majestic,null,null,Driver asked to cancel,null,null,null,984,null,0,null,null
02 July 2024,00:25:00,CNR4298595866,Success,CID744330,Bike,Koramangala,Hennur,252,40,null,null,No,null,108,Credit Card,28,3.5,4.3
20 July 2024,10:13:00,CNR2183134179,Success,CID209735,Mini,Mysore Road,Sarjapur Road,203,65,null,null,No,null,161,UPI,24,3.9,4.8
29 July 2024,03:43:00,CNR7285751237,Success,CID819184,Auto,Malleshwaram,KR Puram,63,30,null,null,No,null,406,UPI,4,4.0,3.6
15 July 2024,07:17:00,CNR1478671941,Canceled by Driver,CID562338,Prime Plus,Ramamurthy Nagar,Hennur,null,null,null,Personal & Car related issue,null,null,100,null,0,null,null
01 July 2024,11:05:00,CNR5698149000,Success,CID136232,Bike,Shantinagar,Rajarajeshwari Nagar,280,60,null,null,No,null,284,Cash,24,4.5,4.7
07 July 2024,04:42:00,CNR4755315470,Success,CID802461,Prime Plus,Rajarajeshwari Nagar,Hosur Road,105,70,null,null,No,null,143,UPI,9,3.0,3.6
25 July 2024,13:02:00,CNR4504096708,Canceled by Driver,CID557307,Bike,Kengeri,Peenya,null,null,null,Customer related issue,null,null,113,null,0,null,null
16 July 2024,02:43:00,CNR9155530959,Success,CID523926,eBike,Shantinagar,Shantinagar,70,55,null,null,No,null,841,Cash,41,4.3,4.5
10 July 2024,13:04:00,CNR6212986882,Success,CID782308,Mini,Sarjapur Road,MG Road,98,60,null,null,No,null,130,Cash,28,4.6,3.5
28 July 2024,05:11:00,CNR5807196828,Success,CID351047,Auto,Vijayanagar,Varthur,63,140,null,null,No,null,2295,UPI,11,4.8,4.5
02 July 2024,14:40:00,CNR8863376533,Success,CID210263,Prime SUV,Koramangala,Bannerghatta Road,35,80,null,null,No,null,602,Cash,34,3.9,4.7
28 July 2024,19:53:00,CNR3795687580,Success,CID816990,Prime Sedan,MG Road,Bannerghatta Road,273,45,null,null,No,null,2898,UPI,21,4.3,3.1
09 July 2024,16:26:00,CNR1926705604,Success,CID187098,Mini,Kadugodi,Electronic City,133,100,null,null,No,null,863,Cash,44,3.3,3.9
22 July 2024,01:02:00,CNR9668243444,Success,CID175758,Mini,BTM Layout,Sahakar Nagar,273,70,null,null,No,null,2899,Cash,2,4.0,4.8
21 July 2024,11:34:00,CNR9686356638,Success,CID777549,Prime Plus,Varthur,Peenya,273,135,null,null,No,null,696,Cash,49,4.6,4.7
03 July 2024,18:10:00,CNR2182824279,Success,CID655768,Prime Sedan,Whitefield,Kengeri,259,120,null,null,No,null,2115,UPI,37,3.8,4.7
26 July 2024,22:52:00,CNR5346814211,Success,CID990738,Prime Sedan,Rajarajeshwari Nagar,Banashankari,287,135,null,null,No,null,609,Cash,48,3.9,3.7
11 July 2024,12:18:00,CNR2184557419,Success,CID905856,Prime Plus,Magadi Road,Majestic,56,60,null,null,No,null,524,Cash,3,4.0,4.2
03 July 2024,11:30:00,CNR2387655335,Success,CID340029,Mini,JP Nagar,Sahakar Nagar,273,80,null,null,No,null,320,UPI,29,3.6,4.5
08 July 2024,21:54:00,CNR6855081744,Success,CID597679,Auto,HSR Layout,Kammanahalli,259,135,null,null,No,null,321,Cash,13,4.2,3.2
25 July 2024,02:43:00,CNR1325286569,Driver Not Found,CID291023,Prime SUV,Bannerghatta Road,Padmanabhanagar,null,null,null,null,null,null,514,null,0,null,null
04 July 2024,03:22:00,CNR5475595069,Canceled by Customer,CID902105,Prime Plus,Hulimavu,Rajarajeshwari Nagar,null,null,Driver is not moving towards pickup location,null,null,null,449,null,0,null,null
16 July 2024,10:08:00,CNR6310236272,Success,CID566944,eBike,KR Puram,Bellandur,259,60,null,null,No,null,535,UPI,40,4.6,4.5
05 July 2024,20:09:00,CNR8250914590,Success,CID358881,Bike,Kammanahalli,Yeshwanthpur,154,60,null,null,No,null,580,Cash,18,3.2,4.2
25 July 2024,09:05:00,CNR3875017523,Success,CID700074,Bike,RT Nagar,Basavanagudi,301,45,null,null,No,null,139,Cash,46,4.0,3.5
06 July 2024,17:50:00,CNR2334054241,Success,CID522766,eBike,Majestic,Nagarbhavi,252,85,null,null,No,null,172,UPI,24,4.4,3.1
09 July 2024,13:17:00,CNR9051090910,Success,CID928883,eBike,Ulsoor,Richmond Town,126,135,null,null,No,null,259,UPI,44,4.5,3.1
11 July 2024,20:40:00,CNR7037207459,Canceled by Customer,CID349998,Bike,Nagarbhavi,Hebbal,null,null,Driver asked to cancel,null,null,null,313,null,0,null,null
06 July 2024,08:44:00,CNR4911318210,Canceled by Customer,CID778288,Bike,Cox Town,Mysore Road,null,null,Driver asked to cancel,null,null,null,406,null,0,null,null
22 July 2024,17:43:00,CNR9135361166,Success,CID445671,Prime SUV,Padmanabhanagar,Rajarajeshwari Nagar,182,40,null,null,No,null,482,Cash,11,3.9,3.2
28 July 2024,07:05:00,CNR8189160692,Canceled by Driver,CID390070,Bike,Mysore Road,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,853,null,0,null,null
17 July 2024,04:53:00,CNR4099799726,Success,CID351916,Mini,Chickpet,Bellandur,294,100,null,null,No,null,381,UPI,47,4.8,3.4
20 July 2024,20:48:00,CNR3756630107,Success,CID118141,Bike,Cox Town,Richmond Town,98,35,null,null,No,null,347,Cash,7,5.0,3.5
28 July 2024,23:56:00,CNR6538030614,Canceled by Driver,CID166864,eBike,Koramangala,Yelahanka,null,null,null,Personal & Car related issue,null,null,469,null,0,null,null
22 July 2024,13:35:00,CNR8300007457,Success,CID309435,eBike,Kengeri,Sarjapur Road,196,115,null,null,No,null,157,UPI,21,3.3,3.4
09 July 2024,17:20:00,CNR8633436012,Canceled by Driver,CID154849,Auto,KR Puram,Kadugodi,null,null,null,Customer was coughing/sick,null,null,261,null,0,null,null
23 July 2024,23:31:00,CNR5679571375,Success,CID604660,Mini,Tumkur Road,JP Nagar,119,55,null,null,No,null,472,Cash,29,3.5,4.1
01 July 2024,15:46:00,CNR5111100236,Canceled by Customer,CID184662,Mini,Hennur,Jayanagar,null,null,Driver is not moving towards pickup location,null,null,null,258,null,0,null,null
05 July 2024,19:36:00,CNR9822494179,Success,CID672534,Bike,Marathahalli,BTM Layout,161,125,null,null,No,null,165,Cash,12,3.3,3.6
02 July 2024,15:30:00,CNR1090915214,Driver Not Found,CID514048,Mini,Kammanahalli,Bannerghatta Road,null,null,null,null,null,null,759,null,0,null,null
17 July 2024,05:45:00,CNR7549611340,Canceled by Driver,CID768927,Prime Plus,Hennur,Devanahalli,null,null,null,Personal & Car related issue,null,null,101,null,0,null,null
16 July 2024,14:19:00,CNR4087203080,Success,CID193010,Bike,Hebbal,Kadugodi,168,115,null,null,No,null,267,Cash,22,3.4,3.1
30 July 2024,00:18:00,CNR1501055312,Success,CID942796,eBike,BTM Layout,Devanahalli,161,85,null,null,No,null,2118,Cash,7,3.0,4.2
28 July 2024,12:27:00,CNR6549309709,Success,CID241759,Prime Plus,Majestic,Sarjapur Road,301,70,null,null,No,null,151,Cash,16,4.8,4.8
25 July 2024,06:27:00,CNR5696391496,Success,CID348482,Prime Sedan,Yeshwanthpur,Indiranagar,70,125,null,null,No,null,584,UPI,19,4.6,4.3
05 July 2024,10:41:00,CNR6768511618,Success,CID129665,Prime Sedan,Cox Town,Nagarbhavi,161,120,null,null,No,null,939,Cash,23,3.2,3.1
26 July 2024,01:27:00,CNR9164125945,Success,CID652117,Auto,Electronic City,Basavanagudi,196,115,null,null,Yes,Vehicle Breakdown,457,Cash,19,3.8,3.8
19 July 2024,04:00:00,CNR7163108066,Success,CID134182,eBike,Ulsoor,Ulsoor,238,45,null,null,No,null,174,UPI,21,4.4,3
17 July 2024,22:04:00,CNR4226680849,Canceled by Customer,CID166821,Prime Sedan,Hosur Road,Tumkur Road,null,null,Driver asked to cancel,null,null,null,284,null,0,null,null
19 July 2024,05:35:00,CNR8907262799,Canceled by Customer,CID340580,Prime Sedan,Yeshwanthpur,Yelahanka,null,null,Wrong Address,null,null,null,174,null,0,null,null
02 July 2024,22:02:00,CNR3107750986,Canceled by Driver,CID989959,Auto,Yeshwanthpur,Electronic City,null,null,null,Personal & Car related issue,null,null,293,null,0,null,null
10 July 2024,00:46:00,CNR3302621591,Driver Not Found,CID879112,Prime Sedan,Varthur,MG Road,null,null,null,null,null,null,337,null,0,null,null
24 July 2024,18:20:00,CNR1798311509,Driver Not Found,CID986369,Prime Plus,Cox Town,Frazer Town,null,null,null,null,null,null,289,null,0,null,null
13 July 2024,03:01:00,CNR9219611149,Driver Not Found,CID950756,Auto,Shivajinagar,Sahakar Nagar,null,null,null,null,null,null,836,null,0,null,null
21 July 2024,01:45:00,CNR7603424886,Success,CID159993,Auto,Cox Town,Padmanabhanagar,189,85,null,null,No,null,442,UPI,9,3.6,4.7
26 July 2024,08:25:00,CNR3697497700,Driver Not Found,CID952825,Prime SUV,Koramangala,Kengeri,null,null,null,null,null,null,348,null,0,null,null
21 July 2024,13:38:00,CNR2353334347,Canceled by Driver,CID100470,Prime SUV,RT Nagar,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,423,null,0,null,null
03 July 2024,11:18:00,CNR5387600744,Canceled by Customer,CID165326,eBike,Padmanabhanagar,Chamarajpet,null,null,Driver asked to cancel,null,null,null,333,null,0,null,null
05 July 2024,06:57:00,CNR2055411369,Driver Not Found,CID798954,eBike,Frazer Town,Mysore Road,null,null,null,null,null,null,251,null,0,null,null
29 July 2024,20:15:00,CNR9248134022,Success,CID757695,Bike,Magadi Road,Chickpet,189,110,null,null,No,null,211,UPI,39,3.7,3.2
29 July 2024,02:56:00,CNR7777383355,Success,CID177800,Prime Plus,Devanahalli,Magadi Road,105,40,null,null,No,null,489,UPI,23,4.7,3.4
15 July 2024,04:43:00,CNR1159366943,Success,CID909464,Mini,Kadugodi,Whitefield,112,100,null,null,No,null,166,UPI,41,3.9,4.7
26 July 2024,08:52:00,CNR8260719235,Success,CID991956,eBike,Magadi Road,Hosur Road,224,135,null,null,No,null,307,UPI,22,3.5,4
02 July 2024,20:57:00,CNR2496038344,Success,CID469322,Auto,Banashankari,BTM Layout,77,90,null,null,No,null,332,UPI,11,3.7,4.6
06 July 2024,14:50:00,CNR8535097840,Driver Not Found,CID789557,eBike,Kammanahalli,Jayanagar,null,null,null,null,null,null,218,null,0,null,null
20 July 2024,12:52:00,CNR7332907510,Success,CID593818,Prime SUV,Hulimavu,Cox Town,112,130,null,null,No,null,646,Cash,44,3.1,4.2
24 July 2024,21:42:00,CNR2634057346,Canceled by Driver,CID146318,Prime Plus,Yelahanka,RT Nagar,null,null,null,Personal & Car related issue,null,null,244,null,0,null,null
09 July 2024,14:27:00,CNR3972859855,Driver Not Found,CID282083,Prime Sedan,Rajarajeshwari Nagar,Malleshwaram,null,null,null,null,null,null,204,null,0,null,null
09 July 2024,02:40:00,CNR2217614791,Success,CID982010,Bike,Nagarbhavi,Electronic City,77,60,null,null,No,null,409,UPI,16,4.1,4.5
10 July 2024,10:54:00,CNR3692627890,Driver Not Found,CID807791,Prime SUV,Rajajinagar,Chickpet,null,null,null,null,null,null,238,null,0,null,null
21 July 2024,14:34:00,CNR3729958417,Success,CID329960,Prime SUV,KR Puram,Indiranagar,301,100,null,null,No,null,598,Cash,36,4.6,3.1
25 July 2024,06:11:00,CNR3774016270,Success,CID543882,Bike,Tumkur Road,Rajarajeshwari Nagar,308,115,null,null,Yes,Other Issue,2424,Cash,42,4.8,3.2
25 July 2024,00:54:00,CNR3703050984,Canceled by Driver,CID806714,Bike,Whitefield,Nagarbhavi,null,null,null,Personal & Car related issue,null,null,456,null,0,null,null
14 July 2024,02:03:00,CNR5702323403,Canceled by Customer,CID529327,Bike,Majestic,Rajarajeshwari Nagar,null,null,Driver asked to cancel,null,null,null,238,null,0,null,null
18 July 2024,03:59:00,CNR3565058836,Success,CID474999,Prime SUV,Rajajinagar,Basavanagudi,140,40,null,null,No,null,859,UPI,17,3.7,3.9
14 July 2024,04:22:00,CNR9475791494,Canceled by Driver,CID517704,Bike,Magadi Road,Vijayanagar,null,null,null,Personal & Car related issue,null,null,704,null,0,null,null
26 July 2024,06:56:00,CNR2221016338,Success,CID975331,Prime Sedan,Basavanagudi,Electronic City,217,140,null,null,No,null,342,UPI,35,4.8,4.9
10 July 2024,14:48:00,CNR7345762146,Success,CID815175,eBike,Chickpet,Padmanabhanagar,147,85,null,null,No,null,402,UPI,16,4.5,4.9
03 July 2024,11:09:00,CNR5728862143,Success,CID274877,Prime Sedan,BTM Layout,Koramangala,168,130,null,null,No,null,506,Credit Card,37,3.3,3.3
27 July 2024,04:29:00,CNR8657948113,Canceled by Driver,CID272673,Prime Plus,Bannerghatta Road,Langford Town,null,null,null,Customer related issue,null,null,888,null,0,null,null
08 July 2024,22:27:00,CNR1446817137,Success,CID247932,Prime SUV,KR Puram,Electronic City,294,105,null,null,No,null,424,Cash,26,4.6,4.5
27 July 2024,04:58:00,CNR3992469216,Success,CID855723,Prime Sedan,MG Road,Yelahanka,287,35,null,null,No,null,793,Cash,3,4.0,4
05 July 2024,20:44:00,CNR5227620282,Canceled by Driver,CID321060,eBike,Malleshwaram,JP Nagar,null,null,null,Personal & Car related issue,null,null,2392,null,0,null,null
28 July 2024,15:09:00,CNR2392894113,Canceled by Driver,CID511353,Auto,Devanahalli,Ulsoor,null,null,null,Personal & Car related issue,null,null,228,null,0,null,null
25 July 2024,12:43:00,CNR3613637077,Success,CID543556,eBike,Kammanahalli,Indiranagar,112,105,null,null,No,null,267,Cash,20,4.2,3.2
21 July 2024,12:23:00,CNR5867585624,Driver Not Found,CID271187,eBike,Bannerghatta Road,Hennur,null,null,null,null,null,null,578,null,0,null,null
12 July 2024,08:43:00,CNR2689920728,Canceled by Driver,CID337139,Auto,Mysore Road,Marathahalli,null,null,null,Personal & Car related issue,null,null,444,null,0,null,null
10 July 2024,23:23:00,CNR2323195100,Canceled by Driver,CID365562,Prime SUV,Hosur Road,Bellandur,null,null,null,Customer related issue,null,null,486,null,0,null,null
06 July 2024,14:46:00,CNR8532368379,Success,CID732418,Prime SUV,Tumkur Road,Kengeri,91,70,null,null,No,null,688,Cash,8,3.1,4.2
22 July 2024,15:18:00,CNR4554903894,Canceled by Customer,CID969296,Prime SUV,Peenya,Shantinagar,null,null,Driver asked to cancel,null,null,null,273,null,0,null,null
19 July 2024,10:44:00,CNR8846795220,Success,CID192892,Prime Sedan,Magadi Road,Peenya,56,55,null,null,Yes,Vehicle Breakdown,2654,UPI,34,4.7,3.5
29 July 2024,21:36:00,CNR4535049473,Canceled by Customer,CID619636,Prime SUV,Richmond Town,Electronic City,null,null,AC is Not working,null,null,null,269,null,0,null,null
21 July 2024,21:08:00,CNR5620612152,Driver Not Found,CID961139,Mini,HSR Layout,Cox Town,null,null,null,null,null,null,348,null,0,null,null
15 July 2024,19:40:00,CNR9353067933,Success,CID231203,Prime Plus,Kengeri,Langford Town,238,100,null,null,No,null,1362,Cash,13,3.4,3.3
27 July 2024,11:29:00,CNR3085290133,Success,CID558561,Mini,Vijayanagar,Sahakar Nagar,49,115,null,null,No,null,246,Cash,18,4.1,3.9
05 July 2024,18:53:00,CNR1105670524,Canceled by Driver,CID689324,Bike,Hosur Road,Chamarajpet,null,null,null,Customer was coughing/sick,null,null,356,null,0,null,null
26 July 2024,02:30:00,CNR7350644372,Success,CID494109,Prime SUV,Marathahalli,Mysore Road,294,110,null,null,No,null,447,Cash,48,3.7,4.5
20 July 2024,09:23:00,CNR8240867040,Success,CID518667,eBike,Yelahanka,Shivajinagar,35,105,null,null,Yes,Vehicle Breakdown,259,Cash,42,4.5,3.8
20 July 2024,17:05:00,CNR9404815540,Driver Not Found,CID665635,Bike,Padmanabhanagar,Sahakar Nagar,null,null,null,null,null,null,281,null,0,null,null
27 July 2024,09:22:00,CNR1823395628,Success,CID205900,Mini,Nagarbhavi,RT Nagar,280,115,null,null,No,null,481,UPI,40,4.7,4.7
13 July 2024,01:38:00,CNR5431498400,Success,CID775423,eBike,Bannerghatta Road,Kammanahalli,35,75,null,null,No,null,301,UPI,42,3.5,3.3
10 July 2024,08:11:00,CNR7243435756,Success,CID182558,Auto,Whitefield,Magadi Road,308,80,null,null,No,null,251,Cash,15,3.1,4.9
13 July 2024,09:06:00,CNR5188353089,Success,CID102663,Mini,Indiranagar,Langford Town,182,85,null,null,Yes,Customer Demand,211,Cash,28,4.1,4.4
18 July 2024,04:56:00,CNR5732102461,Canceled by Driver,CID330293,Prime SUV,Hennur,Majestic,null,null,null,Personal & Car related issue,null,null,1499,null,0,null,null
29 July 2024,19:32:00,CNR6157830638,Driver Not Found,CID406912,Prime Sedan,Whitefield,Magadi Road,null,null,null,null,null,null,293,null,0,null,null
14 July 2024,19:54:00,CNR8471784627,Canceled by Customer,CID527335,Prime SUV,Devanahalli,Basavanagudi,null,null,Driver asked to cancel,null,null,null,113,null,0,null,null
10 July 2024,17:12:00,CNR5679394271,Success,CID592936,eBike,JP Nagar,Varthur,210,25,null,null,No,null,1148,UPI,37,3.0,3
27 July 2024,04:18:00,CNR5467922806,Success,CID501069,Prime SUV,HSR Layout,Banashankari,154,95,null,null,No,null,866,Cash,6,3.8,3.1
15 July 2024,02:13:00,CNR9992568044,Canceled by Driver,CID975122,Bike,Rajajinagar,Yelahanka,null,null,null,Customer was coughing/sick,null,null,361,null,0,null,null
21 July 2024,00:02:00,CNR1412658139,Success,CID449104,Auto,Bannerghatta Road,KR Puram,252,125,null,null,No,null,375,Cash,9,3.5,3.9
25 July 2024,10:38:00,CNR1371060920,Canceled by Customer,CID728976,eBike,Chickpet,Vijayanagar,null,null,Driver is not moving towards pickup location,null,null,null,496,null,0,null,null
08 July 2024,04:38:00,CNR3301255500,Success,CID607269,Prime SUV,Bellandur,Vijayanagar,266,60,null,null,No,null,367,Cash,18,3.4,3.5
02 July 2024,10:17:00,CNR8602713107,Canceled by Driver,CID223000,eBike,Shantinagar,Padmanabhanagar,null,null,null,Customer was coughing/sick,null,null,157,null,0,null,null
20 July 2024,08:56:00,CNR1581302044,Success,CID907389,Prime Sedan,Varthur,Tumkur Road,287,140,null,null,No,null,420,UPI,1,3.7,5
26 July 2024,08:30:00,CNR3507801464,Success,CID585528,Prime Sedan,Yeshwanthpur,Frazer Town,252,115,null,null,No,null,788,Cash,8,3.6,3.3
08 July 2024,17:00:00,CNR5507757203,Canceled by Driver,CID331372,Prime Plus,Electronic City,Sahakar Nagar,null,null,null,Personal & Car related issue,null,null,234,null,0,null,null
03 July 2024,02:37:00,CNR7995020845,Canceled by Driver,CID816035,eBike,BTM Layout,Majestic,null,null,null,Customer related issue,null,null,352,null,0,null,null
18 July 2024,15:43:00,CNR6068716236,Canceled by Customer,CID131247,Auto,Kengeri,Basavanagudi,null,null,AC is Not working,null,null,null,459,null,0,null,null
19 July 2024,09:43:00,CNR2866819120,Success,CID545542,Prime Sedan,Varthur,Ulsoor,70,125,null,null,No,null,356,UPI,20,3.3,4.1
01 July 2024,16:02:00,CNR7524067429,Success,CID467937,Prime Plus,Langford Town,RT Nagar,161,70,null,null,No,null,337,Cash,38,3.3,3.2
